cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	smiles	Substrate	strlen	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
1096	-0.9375149719967265	0.43631801568353135	1.3426557153154517	0.5613937545363736	0.5419046235341002	-0.5234427778805758	-0.7362614645237141	-0.0039044530816250166	-0.8008256317231264	-0.6097193524038366	1.3692310082742098	0.0035828925602768	224.5213165283203	CC1C(C(C(C(O1)O)O)O)O	6-Deoxy-D-glucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8921683815230637	0.20592834672028237	0.0020366892497057287	0.45170297653493174	0.660674652069442	0.3301516216088802	2.1495425142144593	-2.1938	34.57419999999999	11	178.708	0	205.896227074935	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	190.696	11.988	0.937
1097	0.10390847957363629	0.4865408967194349	1.5220309065054793	0.6176942951905456	0.7917836868392282	-1.198885846822482	0.1730757978937508	-0.48361599280725215	-1.6999857331701476	0.19735136261402705	0.8772310348334703	-0.011165131587041783	237.675537109375	CC1C(C(C(C(O1)O)O)O)O	6-Deoxy-D-glucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8921683815230637	0.20592834672028237	0.0020366892497057287	0.45170297653493174	0.660674652069442	0.3301516216088802	2.1495425142144593	-2.1938	34.57419999999999	11	182.906	0	205.896227074935	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	196.883	13.977	0.929
1098	-0.9436787183706171	-0.2926869883489001	1.3114782398750018	0.1522978061511647	0.45393194818838084	-0.23074859698342765	0.06698085741108177	0.5094823447136081	-0.3329352090182256	-0.00882040986789043	1.5789872795769997	0.593688709991694	189.4755401611328	CC1C(C(C(C(O1)O)O)O)O	6-Deoxy-D-glucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8921683815230637	0.20592834672028237	0.0020366892497057287	0.45170297653493174	0.660674652069442	0.3301516216088802	2.1495425142144593	-2.1938	34.57419999999999	11	147.187	0	205.896227074935	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	156.964	9.776	0.938
1099	-0.9382542427585895	-0.29473517721248993	1.2839240278802244	0.14786978797032813	0.4390201173029538	-0.21545854900462155	0.08328232832501652	0.5055608425629289	-0.2921194043136787	0.01459177194318416	1.4988234647140335	0.573297084238354	191.9847869873047	CC1C(C(C(C(O1)O)O)O)O	6-Deoxy-D-glucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8921683815230637	0.20592834672028237	0.0020366892497057287	0.45170297653493174	0.660674652069442	0.3301516216088802	2.1495425142144593	-2.1938	34.57419999999999	11	148.283	0	205.896227074935	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	158.153	9.871	0.938
1100	-0.8898506874336864	-0.298652344376329	1.3107408215787355	0.17035717392757888	0.4529247878515769	-0.24845725256730122	0.07698718062896877	0.49979902118424	-0.33968161169729544	-0.00588810351892409	1.5660831135262907	0.5827847717358859	193.0580596923828	CC1C(C(C(C(O1)O)O)O)O	6-Deoxy-D-glucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8921683815230637	0.20592834672028237	0.0020366892497057287	0.45170297653493174	0.660674652069442	0.3301516216088802	2.1495425142144593	-2.1938	34.57419999999999	11	148.240	0	205.896227074935	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	157.664	9.423	0.940
1101	-0.3404472323636423	0.7810507888741851	0.46146492683316215	-0.12417185167540375	0.008310644135169278	-0.5014572410965538	-0.4630057468704621	-0.11547482819575501	-0.32599674535760936	-0.6191112192190696	1.1310197916621183	0.5087117344003741	174.7535400390625	CC1C(C(C(C(O1)O)O)O)O	L-Fucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8828987618739733	0.2120182954655865	0.0017117955629539702	0.46956338899173666	0.6044661352390345	0.30093226619039426	2.17959443843688	-2.1938	34.57419999999999	11	135.213	0	208.98383243934381	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	143.555	8.342	0.942
1102	-0.2339375960550754	1.6405466941410651	0.9094051677065395	-0.4446949800706636	-0.2617269214809639	0.03932103916209961	-0.6847079978834186	0.14574031914232663	0.35782643744378784	0.0031696274932877916	-0.08699181137992185	0.07189537701727777	191.81427001953125	CC1C(C(C(C(O1)O)O)O)O	L-Fucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8828987618739733	0.2120182954655865	0.0017117955629539702	0.46956338899173666	0.6044661352390345	0.30093226619039426	2.17959443843688	-2.1938	34.57419999999999	11	150.762	0	208.98383243934381	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	162.625	11.863	0.927
1103	-0.19225477266350743	1.6848385166058275	0.9315295281630428	-0.4934545722722882	-0.2514618844776162	0.06544017543698631	-0.6780725086123497	0.1595025041583381	0.3709579078527108	0.018043543307032242	-0.09852246583061024	0.06653834263329288	188.7381591796875	CC1C(C(C(C(O1)O)O)O)O	L-Fucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8828987618739733	0.2120182954655865	0.0017117955629539702	0.46956338899173666	0.6044661352390345	0.30093226619039426	2.17959443843688	-2.1938	34.57419999999999	11	150.693	0	208.98383243934381	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	160.689	9.996	0.938
1104	-0.8345563018841684	-1.2983818775251343	1.0599103829521903	-0.8196047852567677	0.3254517528553873	-0.04506441967056842	0.05288390004469887	0.32548960319357306	-0.0071606535866893875	-0.3877818834006221	0.2503669642586972	0.3618377081212428	230.39077758789062	CC1C(C(C(C(O1)O)O)O)O	L-Fucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8828987618739733	0.2120182954655865	0.0017117955629539702	0.46956338899173666	0.6044661352390345	0.30093226619039426	2.17959443843688	-2.1938	34.57419999999999	11	174.538	0	208.98383243934381	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	190.241	15.704	0.917
1105	-0.7112621340599735	-1.253685625602829	0.9735691117332536	-0.5707042231652811	0.48815763282273233	-0.4564836440096464	0.483519040075636	0.3213868198833045	0.0268638156002122	0.11731615893775782	-0.6009756731816613	0.6376307890965318	228.68142700195312	CC1C(C(C(C(O1)O)O)O)O	L-Fucose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8828987618739733	0.2120182954655865	0.0017117955629539702	0.46956338899173666	0.6044661352390345	0.30093226619039426	2.17959443843688	-2.1938	34.57419999999999	11	174.522	0	208.98383243934381	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	186.329	11.807	0.937
1106	0.5316523932065115	-0.12018831105159881	-0.11226980370133914	0.22064318682352183	1.135883991739216	-1.7766202714242543	0.06460517862037758	-0.8762834873674287	-0.895098228926723	0.4396204842062435	-0.29124371494740037	-0.0711894548802534	233.43040466308594	CC1C(C(C(C(O1)O)O)O)O	L-Rhamnose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8451359228694088	0.14568887955003504	0.001793237223082698	0.5345514679389374	0.6562394556757943	0.42943001625699145	2.1373384500426402	-2.1938	34.57419999999999	11	180.567	0	208.03980392680506	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	194.875	14.307	0.927
1107	-0.6982823379200038	0.5541692468677766	-1.03989293418752	0.6407168539619643	0.8812693594440997	-0.34411576641033625	-0.9490708711685663	0.010493532671213468	0.6365259926777119	0.2629603296120675	-0.04514977639799427	-0.4178160920219204	183.884033203125	CC1C(C(C(C(O1)O)O)O)O	L-Rhamnose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8451359228694088	0.14568887955003504	0.001793237223082698	0.5345514679389374	0.6562394556757943	0.42943001625699145	2.1373384500426402	-2.1938	34.57419999999999	11	149.668	0	208.03980392680506	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	155.435	5.767	0.963
1108	-0.7701013011328742	-1.124479082661173	-0.6359498254677608	-0.4421727599591628	0.9022217978629388	-0.43519622958915455	-0.3250834403139274	0.7881525016929354	-0.3304245149771431	0.2098951728431048	0.1452119456421036	0.40148481940910646	205.67320251464844	CC1C(C(C(C(O1)O)O)O)O	L-Rhamnose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8451359228694088	0.14568887955003504	0.001793237223082698	0.5345514679389374	0.6562394556757943	0.42943001625699145	2.1373384500426402	-2.1938	34.57419999999999	11	163.617	0	208.03980392680506	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	172.301	8.684	0.950
1109	-0.7706632215277821	-1.1245182550955979	-0.6353832307869861	-0.4431168332629234	0.9024133452198008	-0.4343265248084119	-0.32555988550638754	0.787559918438746	-0.3303433899017569	0.21115774838441523	0.14579915040654354	0.4012640505689638	206.2440948486328	CC1C(C(C(C(O1)O)O)O)O	L-Rhamnose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8451359228694088	0.14568887955003504	0.001793237223082698	0.5345514679389374	0.6562394556757943	0.42943001625699145	2.1373384500426402	-2.1938	34.57419999999999	11	164.194	0	208.03980392680506	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	173.122	8.928	0.948
1110	-0.8979718274585748	0.9737952000388517	-1.05979492841235	0.37310986641830624	1.0927844232801711	0.18701708150941793	-1.0225049125461227	0.11383050733117345	-0.30757364642187984	-0.367179844146192	-0.1420246046555853	0.17932056035655386	192.68746948242188	CC1C(C(C(C(O1)O)O)O)O	L-Rhamnose	21	66	5	-0.3876060338977697	0.2134633924111695	0.2134633924111695	0.3876060338977697	164.1570000000001	5	4	5	463.71244887624977	-0.2	81.054937719097	1	0	0	1	5	4	0	90.15	1	0	1	0	0	0	0	1	1	1.0	0.8451359228694088	0.14568887955003504	0.001793237223082698	0.5345514679389374	0.6562394556757943	0.42943001625699145	2.1373384500426402	-2.1938	34.57419999999999	11	163.114	0	208.03980392680506	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	167.967	4.854	0.971
1111	-0.6009197792318437	-0.9366944605998114	-0.8088260404070882	-0.35616476268771463	0.7768868527411065	0.33518163010813845	0.03971447402611353	0.5430761494070475	0.14796651335930364	0.05932849134892284	-0.1218609686924927	0.04345452839291477	223.7887420654297	CCC(=O)C1=CC=C(C=C1)O	4-Hydroxypropiophenone	21	58	2	-0.5079662163129733	0.2930920750704729	0.2930920750704729	0.5079662163129733	150.17700000000008	2	1	4	562.166771161706	-1.31	79.6183605747319	1	0	0	0	2	1	0	37.3	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.9900231606960742	0.6364445029321396	0.0058870704515877345	0.14090472414136962	0.8667538217133576	0.05957561468968329	2.6427963898802314	1.9849	42.728300000000026	11	176.437	0	208.4672615575782	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	186.212	9.775	0.948
1112	-0.801262188813228	0.6986535243609185	-1.4616232155874638	0.36959608752812195	0.890265773908584	-0.43182236403477636	-0.33189559381197886	-0.006535772743969022	-0.07304507457437723	-0.3125047180371822	-0.11079604329093991	0.2663669039217994	169.144775390625	CCC(=O)SCC[N+](C)(C)C	Propionylthiocholine	21	66	3	-0.3302184511507394	0.18837778773040326	0.18837778773040326	0.3302184511507394	176.30500000000018	2	0	8	585.694167285835	-0.02000000000000004	98.83775211383406	0	0	0	0	2	0	0	17.07	0	0	0	0	0	0	0	0	0	0.875	0.9853531747642617	0.5763512383551416	0.004228370433615815	0.17052601262561184	0.9395496191893835	0.2515936783511404	2.792413486368019	1.3624	50.655400000000036	11	138.581	1	265.4683599242799	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.807	4.227	0.970
1113	0.04921923952777048	0.4331787512315847	-1.0960151968332865	0.6975118995908545	0.4809437937146944	-1.7930915634771145	-0.3234811047010406	-0.3076069128980243	1.5386593439505436	-0.6542181515024337	0.38256043097489767	0.18571454001141077	164.2034912109375	CCC(C(C(=O)O)O)C(=O)O	3-Ethylmalate	21	64	5	-0.4809429020677528	0.33293180673723277	0.33293180673723277	0.4809429020677528	162.14100000000008	5	3	6	422.6515675176449	-1.1	77.57942283254799	0	0	0	0	5	3	0	94.83	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.8777796115340765	0.20040729929015214	0.0015818053275619465	0.47906466533766184	0.6135588030239904	0.25553537017378647	2.285802131634428	-0.4572999999999999	35.05939999999998	11	129.239	0	209.7056435290403	2	0	2	0	1	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	132.951	3.712	0.972
1114	-0.7629519254282151	-0.15641728637521676	-0.10006639761429903	-0.42769047788479736	-0.9579706744402979	-0.7569602174649628	0.22634914243256676	0.7330059440657611	0.5182876673515738	0.4209148713036792	-0.14328421243601858	-0.04699967369885074	244.65457153320312	CCC(CC(=O)C(=O)[O-])O	4-Hydroxy-2-oxohexanoate	21	58	4	-0.5417080139329851	0.21046346845262537	0.21046346845262537	0.5417080139329851	145.13400000000007	4	1	6	388.6612967903358	-0.9000000000000001	71.20687806392971	0	0	0	0	4	1	0	77.43	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.9859913711686205	0.5811381371010703	0.005728788292335457	0.1667963308380125	0.8777987856594641	0.1664611383544889	2.5437646873382884	-1.5335999999999999	30.928799999999985	10	196.306	-1	195.92138997608365	1	0	2	2	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	0	0	0	0	212.297	15.991	0.925
1115	0.3638153252492387	0.039507838213652495	0.8429835534611444	1.0168650822163212	0.11629044373177129	-0.5936101235908472	1.1561658733310733	-0.23497555609690005	-0.8302132650046361	0.456075666249709	-0.8110117515061978	-0.6636275215973769	249.35968017578125	CCC1=NC=CC(=C1)C(=S)N	Ethionamide	21	58	3	-0.3894472327918176	0.15706065286756446	0.15706065286756446	0.3894472327918176	166.24900000000008	2	1	3	581.4009193694226	-0.9600000000000002	85.61036665400567	1	0	0	1	2	2	0	38.91	0	0	0	1	0	1	0	0	0	0.25	0.982660219388062	0.5459491523648731	0.003769920435436711	0.185415461146599	0.8246498136955828	0.06800090346836135	2.670584225189347	1.2782	49.502400000000016	11	190.616	0	212.13843003648546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	204.812	14.196	0.931
1116	-1.1935938058033002	-0.13609337267214128	0.340236118887889	1.0710230559432192	-0.16371905216516727	0.32433452685084213	0.661806633817886	0.8991594888858838	0.4375607487553405	0.4095908563974586	0.05250743773852549	-0.7875052612589863	173.9329833984375	CCCCC1=CC(=CC(=C1)O)O	5-Butylresorcinol	21	66	2	-0.5078127121027045	0.2930957796334514	0.2930957796334514	0.5078127121027045	166.2200000000001	2	2	6	662.9435132042862	-1.18	92.32256660007924	1	0	0	0	2	2	0	40.46	0	0	0	1	1	0	0	0	0	0.4	0.969757589110823	0.4407572780610595	0.0024195163513237687	0.2440701095217603	0.7984211143614438	0.138576197963127	2.882158700442482	2.440400000000002	48.38360000000004	12	134.383	0	253.1662408019018	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.409	5.025	0.964
1117	-0.784425604149464	0.0004750798684124253	0.8102233501338469	1.1298232079957236	-0.29139530218077614	0.44187731487589477	-0.025734129819446217	0.19074452807783446	0.053298536418809966	-0.5560345598418902	-0.5687915394601228	-0.7491041803344064	313.2615966796875	CCCCCCCCCCCC(=O)OCCCC	Butyl laurate	21	108	2	-0.4656751917659289	0.3052775141617927	0.3052775141617927	0.4656751917659289	256.43000000000023	2	0	15	1261.5563508643852	-0.53	158.44750607869923	0	0	0	0	2	0	0	26.3	0	0	0	0	0	0	0	0	0	0.9375	0.9901818457106276	0.6397803246743481	0.0013361149570211696	0.139785236792355	0.9384645385152308	0.15492428206002923	4.512381649058359	5.250600000000005	77.71100000000007	18	252.004	0	447.48148272399663	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	271.057	19.054	0.930
